Job Title,Location,Company Name,Job Skills
Embedded Linux Consultant - Japan,Canonical -,"Dubai, United Arab Emirates ",Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · linux · engineering · software development · python · software
BI Analyst,Hiring Troops -,"Riyadh, Saudi Arabia ",Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Analysis · Information Technology (IT) · Power BI · BI · Business Analysis · SQL
Solution Architect – Agentic Systems,XenonStack Moments -,"Dubai, United Arab Emirates ",Experienced · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · software development · engineering · software · aws · python
Chief Engineer I,Marriott International -,"Makkah, Saudi Arabia ",Manager · Installation/Maintenance/Repair · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Electrical Engineering · Maintenance · Mechanical Engineering · Computer Science · Information Technology (IT) · HVAC
Staff Machine Learning Engineering (Remote),ChatGPT Jobs -,"Dubai, United Arab Emirates ",Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Python · Computer Science · Machine Learning · Information Technology (IT) · Software Engineering · C++ · Mathematics
Postdoctoral Researcher in Computer Vision and Geospatial Analytics,IBM -,"Riyadh, Saudi Arabia ",Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · computer science · information technology (it) · engineering · software development · research · computer engineering · python
Associate AI Lab - Data Scientist,Mubadala -,"Dubai, United Arab Emirates ",Entry Level · IT/Software Development · Medical/Healthcare · Engineering - Mechanical/Electrical · engineering · medical · healthcare · information technology (it) · computer science · science · design
Senior Computer Vision Engineer,HudHud Maps -,"Riyadh, Saudi Arabia ",Experienced · IT/Software Development · Medical/Healthcare · Engineering - Telecom/Technology · Python · Computer Science · Information Technology (IT) · C++ · Machine Learning · Computer Vision · OpenCV
Remote Backend Programmer,Jobgether -,"Riyadh, Saudi Arabia ",Entry Level · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · information technology (it) · computer science · software development · javascript · python · software · programming
Sr. Solution Engineer,Automation Anywhere -,"Riyadh, Saudi Arabia ",Experienced · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Information Technology (IT) · Computer Science · Software Development · Electrical Engineering · Software Engineering · Telecommunication
Production Data Analyst - ECT,GE Vernova -,"Riyadh, Saudi Arabia ",Entry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Data Analysis · Analysis · Computer Science · Information Technology (IT) · Microsoft Office · SQL · Microsoft Excel
Data Analyst,Kanz -,"Riyadh, Saudi Arabia ",Entry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Data Analysis · Analysis · Computer Science · Information Technology (IT) · SQL · Microsoft Office · Microsoft Excel
Machine Learning Engineer,Mozn -,"Riyadh, Saudi Arabia ",Entry Level · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Machine Learning · Computer Science · Information Technology (IT) · Python · Software Engineering · Computer Engineering · Engineering
Data Analyst – Business Intelligence & Reporting,Confidential Government -,"Riyadh, Saudi Arabia ",Entry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Business Analysis · Business Intelligence · Engineering · Analysis · BI
Data Scientist,Emdad Al Khebrat -,"Riyadh, Saudi Arabia ",Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Python · Computer Science · Information Technology (IT) · SQL · Data Science · Data Scientist · Machine Learning
AWS Data Engineer - Banking Client (m/f/d),Halian -,"Dubai, United Arab Emirates ",Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Software Engineering · Computer Engineering · Software Development · AWS
Senior Safety System Engineer,Yokogawa -,"Dubai, United Arab Emirates ",Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Computer Engineering · Linux · Software Engineering · Installation
Senior Odoo Developer,Arma-HSA -,"New Cairo, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Odoo Development · Module Customization · Problem Solving · Communication · JavaScript · Team Collaboration · Python Programming
Linux Devices Software Engineer,Canonical -,"Dubai, United Arab Emirates ",Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · information technology (it) · computer science · linux · software development · software engineering · engineering · python
"Senior Engineer, I-C ( Engineering Services Team (I&C))",ADNOC Group -,"Dubai, United Arab Emirates ",Experienced · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Computer Science · Engineering · Information Technology (IT) · Artificial Intelligence · BigData · CNNs · Electrical Engineering
Professional Services Consultant,HERE Technologies -,"Riyadh, Saudi Arabia ",Experienced · Accounting/Finance · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Microsoft Office · Accounting · Finance · Commerce · Customer Care
IoT Data Engineer,Canonical -,"Makkah, Saudi Arabia ",Entry Level · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Computer Engineering · Python · SQL · Software Development
Dev Ops Engineer,Helios Towers -,"Dubai, United Arab Emirates ",Entry Level · IT/Software Development · Quality · Engineering - Telecom/Technology · information technology (it) · computer science · engineering · computer engineering · python · software engineering · docker
Senior Data Scientist,Mozn -,"Riyadh, Saudi Arabia ",Experienced · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · SQL · Python · Engineering · Data Analysis · Software Development
Data Analyst manager,Confidential -,"New Cairo, Cairo, Egypt ",Manager · 5 - 7 Yrs of Exp · males_only · Accounting/Finance · Analyst/Research · Analyst · Analysis · Data Analysis · Data Analyst · analytical
Senior Software Tester- Automation,GET Group- Egypt -,"Sheraton, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Communication · Problem Solving · Automation · Certified Software Tester · Certified Tester Foundation Level · Selenium · Java
BIM Engineer (All Disciplines),Vital Konzept -,"Maadi, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · Engineering - Construction/Civil/Architecture · Engineering - Mechanical/Electrical · BIM · Revit · MEP · Architecture · Structure · Communication · Shop Drawings · Design
Odoo Developer,Naguib Selim -,"Nasr City, Cairo, Egypt ",Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Odoo Development · Odoo ERP · Odoo · Software Development · SW Development · Program Development · Web Development
Senior Odoo Implementor,CiSS -,"Cairo, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Odoo ERP · Odoo · Odoo Development · ERP Implementation · Software Implementation · SAP Implementation · Project Implementation
Senior BIM Engineer,Estithmar Holding  -,"Downtown, Cairo, Egypt ",Experienced · 4 - 6 Yrs of Exp · Engineering - Construction/Civil/Architecture · Autodesk Revit · Architecture · Engineering · Navisworks · AutoCAD · AutoCAD Architecture · Autodesk Autocad · Autodesk
Business Intelligence (BI) Developer,Kgroup -,"Obour City, Cairo, Egypt ",Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Business Intelligence · Data Analysis · SQL · ETL · Power BI · Tableau · Data Visualization · Data Warehousing · SSAS
Data Analyst,GPS -,"Heliopolis, Cairo, Egypt ",Entry Level · 1 - 5 Yrs of Exp · Analyst/Research · SQL · Microsoft Excel · Power BI · Tableau · Data Analysis · Data Visualization · Reporting · Problem Solving · Statistical Analysis
Quality Assurance,Apex Company  -,"Nasr City, Cairo, Egypt ",Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Quality · Quality Assurance · Test Case Design · Software Testing · Analytical Thinking · Bug Tracking · Attention to Detail · Problem Solving · Automation Tools
Middle Automation QA engineer,Vertex Technologies  -,"Cairo, Egypt ",Experienced · 2+ Yrs of Exp · IT/Software Development · Quality · Test Automation · Selenium · Cypress · CI/CD · API Testing · Agile Methodologies · Bug Tracking · Quality Assurance
Full Stack Developer,EglobalSphere -,"Giza, Egypt ",Experienced · 2 - 5 Yrs of Exp · IT/Software Development · AI · Access Control System · CCTV System · Full Stack Development · Software Development · SW Development · Program Development
Automation Test Engineer,GPS -,"Heliopolis, Cairo, Egypt ",Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Quality · Test Automation · Selenium · Cypress · JIRA · Azure DevOps Server · Trello · SDLC · STLC
Database Administrator,National technology group -,"6th of October, Giza, Egypt ",Experienced · 3+ Yrs of Exp · Business Development · Installation/Maintenance/Repair · IT/Software Development · Mysql Database · Database Administration · Database Security · Backup and Recovery · Collaboration · Database Migration
DevOps Lead,AZM Squad -,"Cairo, Egypt ",Manager · 8 - 15 Yrs of Exp · IT/Software Development · DevOps · CI/CD · Cloud Computing · Containerization · Automation · Security · Team Leadership · Agile Methodologies · Monitoring and Logging
Infrastructure Engineer,National technology group -,"6th of October, Giza, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · IT Infrastructure Management · Network Administration
Frontend Engineer (Vue.js),Tototheo Global -,"Cairo, Egypt ",Experienced · 4 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Vue.js · Typescript · JavaScript
Junior Automation QA Engineer,Vertex Technologies  -,"Cairo, Egypt ",Entry Level · 1+ Yrs of Exp · IT/Software Development · Quality · Automation Testing · Agile Methodologies · SDLC · Software Quality Assurance · Problem Solving · Team Collaboration
IDMC Informatica Data Management Cloud Developer,Efada Technology -,"Cairo, Egypt ",Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Informatica · Data Management · Software Development · Microsoft Certified Solutions Developer · Program Development
Senior Data Analyst,Al Ahly capital holding - Al Ahly Tamkeen -,"Zamalek, Cairo, Egypt ",Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Microsoft SQL · SQL · Power BI
"Automation workflow developer (n8n / Zapier / Make) - Remote, Full-Time",Confidential -,"Richmond, United States ",Experienced · 1+ Yrs of Exp · Business Development · IT/Software Development · Engineering - Telecom/Technology · english · Automation Systems · process automation · AI · Automation Engineering · Automation · Telecommunication Engineering
Software Engineer,Devency    -,"Nozha, Cairo, Egypt ",Experienced · 2 - 4 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Development · Software Engineering · AI · Communication · Engineering · Engineering Services
Software Development Manager,Sour Mango Limited -,"Hong Kong, Hong Kong ",Manager · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Software Architecture · DevOps · Software Development Management · Agile Methodologies · Problem Solving · Team Leadership
Middle DevOps Engineer,Vertex Technologies  -,"Cairo, Egypt ",Experienced · 2+ Yrs of Exp · IT/Software Development · Linux · network fundamentals · web server setup · application deployments · database setup · cloud platforms · Git · Docker · Kubernetes
AI Engineer Instructor (Part-Time),Senior Steps -,"Nasr City, Cairo, Egypt ",Experienced · 1 - 6 Yrs of Exp · R&D/Science · IT/Software Development · Training/Instructor · AI Engineer Instructor · AI Instructor · Artificial Intelligence Trainer · Machine Learning Instructor · Deep Learning Specialist · AI Engineer · Machine Learning Engineer
Technical Quality Assurance Analyst,Daam  -,"Maadi, Cairo, Egypt ",Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Quality Assurance · Information Technology (IT) · PostgreSQL · MySQL
Data Scientist – Computer Vision & Financial Intelligence,Erada -,"Maadi, Cairo, Egypt ",Experienced · 3+ Yrs of Exp · Engineering - Telecom/Technology · Data Science · Data Analytics · AI · Computer Engineering · Computer Science · Computer Vision · OCR
Junior Industrial Application Support Analyst (Outsource),Prometeon tyres group – Egypt -,"Ameria, Alexandria, Egypt ",Entry Level · 0 - 2 Yrs of Exp · IT/Software Development · Application Support · Technical Troubleshooting · Industrial Systems · Problem Solving · Communication · IT Helpdesk · Team Collaboration · Process Documentation · System Monitoring
Data Engineer,Sana Commerce -,"Alexandria, Egypt ",Experienced · 8+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Machine Learning · Artificial Intelligence (AI) · Data Engineering
Devops Engineer,Electro Pi -,"Maadi, Cairo, Egypt ",Experienced · 1+ Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Problem-Solving · Collaboration · Agility · Documentation · CI/CD · DevOps · Automation
Software Development Specialist,Help AG -,"Maadi, Cairo, Egypt ",Experienced · 5+ Yrs of Exp · IT/Software Development · Angular · React · Spring Boot · micro services · java Frameworks · Docker · Azure DevOps Server · Kubernetes · Azure
Senior Application Support,Universities of Canada in Egypt -,"New Cairo, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Computer Science · English · Information Technology (IT) · Software Development · application · Communication skills · Engineering
Middle Data Scientist,Vertex Technologies  -,"Cairo, Egypt ",Experienced · 2+ Yrs of Exp · IT/Software Development · Data Analysis · Machine Learning · Statistical Modeling · Data Visualization · Big Data Technologies · Problem Solving · Communication · LLM orchestration tools · Databases
Senior Software Developers Java/Angular,MTS-IT -,"Maadi, Cairo, Egypt ",Experienced · 5+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Angular · Computer Science · Full Stack · Information Technology (IT) · Software Development · CSS · spring Framework · Java SE
Software Quality Assurance Engineer,Osloop Development  -,"Smouha, Alexandria, Egypt ",Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Assurance · Test Automation · Software Testing · Bug Tracking · Test Case Design
Software Consultant,BASS Egypt -,"Maadi, Cairo, Egypt ",Entry Level · 1 - 3 Yrs of Exp · IT/Software Development · French Speaking · Software Development · Software Engineering · System Integration · ERP Solutions · Industrial Software
Middle Business Data Analyst - BI Engineer,Vertex Technologies  -,"Cairo, Egypt ",Experienced · 3+ Yrs of Exp · IT/Software Development · Business Data Analysis · Business Intelligence (BI) · English B2 · Power BI · Databases · DWH · SQL · ETL Processes · Data Mining
Senior FP&A,ENOVA Facilities Management -,"New Cairo, Cairo, Egypt ",Experienced · 5 - 7 Yrs of Exp · Accounting/Finance · Budgeting · Forecasting · Financial Planning · Financial Statements · Financial Analysis
Senior Network Security Architect,Royal Cyber -,"Riyadh, Saudi Arabia ","Manager · 10 - 20 Yrs of Exp · IT/Software Development · Network · Security · Firewall · Fortinet · Cisco · Migration · Deployment · Implementation ,"
QA Automation Engineer- Arabic Speakers,Dicetek LLC -,"Dubai, United Arab Emirates ",Entry Level · IT/Software Development · Quality · Engineering - Telecom/Technology · QA · Software Testing · Automation · Computer Science · Quality · Testing · Agile
Senior Full Stack Developer (Backend + Reacjs),Dicetek LLC -,"Dubai, United Arab Emirates ",Experienced · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · javaScript · CSS · HTML · Full Stack
"ITD-Enterprise Architect| Muscat, Oman",Global Solutions - GS Oman -,"Cairo, Egypt ","Manager · 12+ Yrs of Exp · males_only · IT/Software Development · C-Level Executive/GM/Director · Enterprise Architecture · IT Solution Design · Cloud Computing · Systems Integration · IT Governance · Technical Leadership · Stakeholder Management · Architecture Frameworks (TOGAF, Zachman)"
Senior System Administrator,Emdad Al Khebrat -,"Makkah, Saudi Arabia ",Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · System Administration · Engineering · Computer Engineering · Linux · Installation
Statistical Analyst (Remote),Nexus Consulting -,"Riyadh, Saudi Arabia ",Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Statistics · Analysis · Analyst · Computer Science · Business Analysis · Economics · Data Analyst
GIS Specialist  (Remote),Nexus Consulting -,"Riyadh, Saudi Arabia ",Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · GIS · Information Technology (IT) · Computer Science · Geographic Information System · ArcGIS · Computer Engineering · English
Senior Software Engineer,Technology Innovation Institute -,"Dubai, United Arab Emirates ",Experienced · IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Software Development · Software Engineering · Computer Engineering · Quality Control
GIS Specialist  (Remote),Keystone Recruitment -,"Dubai, United Arab Emirates ",Not specified · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · GIS · Information Technology (IT) · Computer Science · Geographic Information System · ArcGIS · Computer Engineering · English
Medical Imaging Specialist (Remote),North Star Staffing -,"Riyadh, Saudi Arabia ",Not specified · Medical/Healthcare · Sales/Retail · Pharmaceutical · Medical · Sales · Sales Skills · Pharmacy · Science · Sales Target · Medical Sales
C++ Software Engineer - Ai Training,YO IT Consulting -,"Dubai, United Arab Emirates ",Entry Level · IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Engineering · Software Development · Engineering · Computer Engineering · Software
Senior Backend Developer (Remote),Jobgether -,"Dubai, United Arab Emirates ",Experienced · Business Development · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Software Engineering · javaScript · HTML · CSS
Senior Manager - Data,Dubai World Trade Centre -,"Dubai, United Arab Emirates ",Experienced · IT/Software Development · Project/Program Management · Sales/Retail · Sales · Sales Skills · Customer Service · Project Management · Marketing · Information Technology (IT) · Customer Support
Backend Engineer,Mnzil | منزل -,"Dubai, United Arab Emirates ",Entry Level · Creative/Design/Art · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Back-End · Engineering · PHP
Remote Senior QA Engineer,Jobgether -,"Dubai, United Arab Emirates ",Experienced · IT/Software Development · Quality · Engineering - Telecom/Technology · Quality Assurance · Quality Control · Computer Science · Information Technology (IT) · QA · Computer Engineering · Engineering
"Manager l Risk, Regulatory & Forensic |Regulatory & Financial Risk l FR -Treasury & Market Risk - KSA",Deloitte -,"Riyadh, Saudi Arabia ",Experienced · Accounting/Finance · Banking · Customer Service/Support · accounting · finance · financial management · commerce · cfa · financial · management
Cyber Security Specialist,Imploy -,"Dubai, United Arab Emirates ",Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Computer Engineering · Engineering · Security · Information Security · Telecommunication
Business Analysis Specialist,Etihad -,"Dubai, United Arab Emirates ",Experienced · Business Development · Marketing/PR/Advertising · Sales/Retail · Business Development · Sales · Sales Skills · Sales Target · Marketing · Customer Service · Microsoft Office
Senior Backend Engineer,Mnzil | منزل -,"Dubai, United Arab Emirates ",Experienced · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Information Technology (IT) · Computer Science · Software Engineering · Software Development · Computer Engineering · Mechanical Engineering
Solution Architect,Beinex -,"Dubai, United Arab Emirates ",Experienced · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Computer Engineering · Software Engineering · Software Development · Solution Architecture
Backend Engineer [UAE Nationals],AI71 -,"Dubai, United Arab Emirates ",Entry Level · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · computer science · information technology (it) · software development · software engineering · software · engineering · mysql
Senior Solutions Architect - REMOTE,Jobgether -,"Dubai, United Arab Emirates ",Experienced · Engineering - Construction/Civil/Architecture · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Computer Science · Architecture · AutoCAD · Design · Software Development
Application Support Engineer,IQVIA -,"Riyadh, Saudi Arabia ",Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Technical Support · Engineering · Customer Support · Customer Service · Customer Care
Delivery Consultant - Infrastructure - Entry Level,IBM -,"Dubai, United Arab Emirates ",Entry Level · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · information technology (it) · engineering · computer science · sales · management · communication skills · design
Delivery Consultant - Automation - Entry Level,IBM -,"Dubai, United Arab Emirates ",Entry Level · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · information technology (it) · engineering · computer science · sales · management · communication skills · design
Lead Operations Manager - REMOTE,Jobgether -,"Dubai, United Arab Emirates ",Experienced · Customer Service/Support · Operations/Management · Sales/Retail · Operations · Management · Microsoft Office · Sales · Customer Service · Customer Care · Planning
Principal Solution Consultant- Infra,Cyberani | سيبراني -,"Riyadh, Saudi Arabia ",Experienced · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · information technology (it) · engineering · computer science · sales · networking · communication skills · security
Network Security Engineer,Confidential Government -,"Riyadh, Saudi Arabia ",Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Networking · Computer Engineering · CCNA · Networks
Network Application Engineer,Confidential Government -,"Riyadh, Saudi Arabia ",Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Networking · Computer Engineering · Installation · Networks
Healthcare Provider Solutions Product Manager (2023301),Nahdi Medical Co. -,"Makkah, Saudi Arabia ",Experienced · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology · sales · sales skills · information technology (it) · computer science · management · project management · sql
Technical Support Engineer,Emdad Al Khebrat -,"Riyadh, Saudi Arabia ",Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Technical Support · Computer Science · Customer Service · Customer Support · AutoCAD
Site Reliability Engineer,Confidential Government -,"Riyadh, Saudi Arabia ",Experienced · Engineering - Construction/Civil/Architecture · Installation/Maintenance/Repair · Engineering - Mechanical/Electrical · Engineering · Civil Engineering · Construction · AutoCAD · Architecture · Site Engineering · Electrical Engineering
Senior Specialist - Infrastructure,Core42 -,"Dubai, United Arab Emirates ",Experienced · Human Resources · Marketing/PR/Advertising · Media/Journalism/Publishing · Marketing · Social Media · Human Resources (HR) · E-marketing · Microsoft Office · Digital Marketing · Media
Manager - Penetration Testing,D360 Bank -,"Riyadh, Saudi Arabia ",Experienced · Administration · Operations/Management · Sales/Retail · Microsoft Office · Sales · Administration · Management · Sales Skills · Office Management · Customer Service
Financial Analyst – Investment & Portfolio Research,Confidential Government -,"Riyadh, Saudi Arabia ",Entry Level · Accounting/Finance · IT/Software Development · Analyst/Research · Finance · Financial Analysis · Accounting · Microsoft Office · Commerce · Financial Management · Analysis
Senior Cybersecurity Engineer (m/f/d),Halian -,"Dubai, United Arab Emirates ",Experienced · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Information Technology (IT) · Computer Science · Software Engineering · Software Development · Computer Engineering · Mechanical Engineering
Network Systems Engineer (Pre-Sales),Arista Networks -,"Riyadh, Saudi Arabia ",Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Engineering · Computer Engineering · Installation · Networking · Networks
Software Engineer - Data Infrastructure - Kafka,Canonical -,"Riyadh, Saudi Arabia ",Entry Level · IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Engineering · Computer Engineering · Software
"Senior Software Engineer, UAE (Contract to Hire)",odiggo -,"Dubai, United Arab Emirates ",Experienced · IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Engineering · Software Development · Engineering · Software Testing · Quality Control
Engineering Manager - Data Platform,Canonical -,"Riyadh, Saudi Arabia ",Experienced · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management · Engineering · Project Management · Information Technology (IT) · Management · Computer Science · Civil Engineering · Construction
Software Engineer II - McKinsey Digital,McKinsey & Company -,"Riyadh, Saudi Arabia ",Experienced · IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Engineering · Software Development · Engineering · Software · Computer Engineering
"General Manager, Nigeria",Taptap Send -,"Dubai, United Arab Emirates ",Senior Management · Administration · Operations/Management · C-Level Executive/GM/Director · Management · Operations · Administration · GM · Microsoft Office · Sales · General Management
Software Support Engineer,Canonical -,"Dubai, United Arab Emirates ",Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Engineering · Engineering · Software Development · Technical Support · Software
Budget Analyst,ChatGPT Jobs -,"Dubai, United Arab Emirates ",Experienced · Accounting/Finance · Operations/Management · Analyst/Research · Accounting · Finance · Budgeting · Financial Analysis · Analysis · Microsoft Excel · Financial Management
Software Engineer - Solutions Engineering,Canonical -,"Riyadh, Saudi Arabia ",Entry Level · IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Development · Software Engineering · Engineering · Computer Engineering · Software
Engineering Manager - Solutions Engineering,Canonical -,"Riyadh, Saudi Arabia ",Experienced · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management · Engineering · Project Management · Information Technology (IT) · Management · Computer Science · Civil Engineering · Construction
Founders Associate - AI,Taptap Send -,"Dubai, United Arab Emirates ",Senior Management · Engineering - Construction/Civil/Architecture · Creative/Design/Art · C-Level Executive/GM/Director · engineering · 3d modeling · aws · accelerators
"Associate Managing Consultant, Performance Analytics - Advisors & Consulting Services",Mastercard -,"Riyadh, Saudi Arabia ",Experienced · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Accounting · Customer Service · Marketing · Oracle · Advertising
Product Owner,Emirates Global Aluminium (EGA) -,"Dubai, United Arab Emirates ",Manager · IT/Software Development · Project/Program Management · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Agile · Software Development · Business Analysis · Engineering · Computer Engineering
Engineering Manager - App Stores,Canonical -,"Riyadh, Saudi Arabia ",Experienced · Engineering - Construction/Civil/Architecture · IT/Software Development · Project/Program Management · Engineering · Project Management · Information Technology (IT) · Management · Computer Science · Civil Engineering · Construction
Alliances Field Engineer,Canonical -,"Riyadh, Saudi Arabia ",Entry Level · Installation/Maintenance/Repair · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Electrical Engineering · Maintenance · Information Technology (IT) · Installation · Computer Science · Mechanical Engineering
Senior Fullstack Engineer,Thales -,"Dubai, United Arab Emirates ",Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Information Technology (IT) · Computer Science · Software Engineering · Software Development · Computer Engineering · Mechanical Engineering
Security Software Engineer,Canonical -,"Riyadh, Saudi Arabia ",Entry Level · IT/Software Development · Quality · Engineering - Telecom/Technology · Information Technology (IT) · Computer Science · Software Engineering · Software Development · Engineering · Computer Engineering · Software
Research Engineer Intern,GenBio AI -,"Dubai, United Arab Emirates ",Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical · Engineering · Information Technology (IT) · Electrical Engineering · Mechanical Engineering · Computer Science · Design · Software Development
Infrastructure Engineer,InterSystems -,"Riyadh, Saudi Arabia ",Entry Level · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Infrastructure · Computer Science · Computer Engineering · Civil Engineering · Construction
Lead Engineer - HPC Operations (Core42),Core42 -,"Dubai, United Arab Emirates ",Entry Level · Engineering - Construction/Civil/Architecture · IT/Software Development · Engineering - Telecom/Technology · Computer Science · Information Technology (IT) · Engineering · Software Development · Software Engineering · Computer Engineering · Sales
System Engineering Manager,General Commercial Gaming Regulatory Authority - GCGRA -,"Dubai, United Arab Emirates ",Experienced · Installation/Maintenance/Repair · IT/Software Development · Engineering - Telecom/Technology · Engineering · Information Technology (IT) · Computer Science · Project Management · Computer Engineering · Electrical Engineering · Software Engineering
